Tipo;Ítem inventariable;Producto con variantes;Venta en negativo;Nombre;Referencia;Unidad de medida;Categoría;Descripción;Costo inicial;Precio base;Impuesto;Precio total;Precio: General;Código cuenta contable;Cuenta contable;Código cuenta de inventario;Cuenta de inventario;Código cuenta de costo de venta;Cuenta de costo de venta;Código de barras
Producto;Si;No;No;ARENA CUERO BRIDGE IGUANA  LONDON;CUE0100605;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ARENA CUERO BRIDGE ORANGE;CUE0100315;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ARENA CUERO VACHETTA  NEGRO;CUE0100401;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ARENA CUERO VACHETTA  SUELA;CUE0100402;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ARENA CUERO VACHETTA  LONDON;CUE0100405;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA NEGRO;CUE0200501;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA CHOCOLATE;CUE0200552;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA AVELLANA;CUE0200555;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA CAFE;CUE0200558;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA VESUBIO;CUE0200550;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA MOSTAZA;CUE0200551;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA GAMUZA TABACO;CUE0200504;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;NAPOLITANA CUERO BRIDGE  SUELA;CUE0200302;Metro cuadrado;PRODUCCION;CUERO;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA VAQUETA LADO COLOR (CLASE B) HBR (MARRON BORRAVINO ROJIZO);CUE0300458;Metro cuadrado;PRODUCCION;VAQUETA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA VAQUETA LADO COLOR (CLASE B) SUELA;CUE0300402;Metro cuadrado;PRODUCCION;VAQUETA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA VAQUETA LADO NATURAL (CLASE B) NATURAL;CUE0300400;Metro cuadrado;PRODUCCION;VAQUETA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA VAQUETA FINA LADO COLOR (CLASE B)  HB (CHOCOLATE);CUE0300452;Metro cuadrado;PRODUCCION;VAQUETA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA VAQUETA FINA LADO COLOR (CLASE B)  NEGRO;CUE0300401;Metro cuadrado;PRODUCCION;VAQUETA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA GAMUZA DESCARNE COLOR (CLASE B) HB (CHOCOLATE);CUE0300552;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LA HERMIDA GAMUZA DESCARNE COLOR (CLASE B) SUELA;CUE0300502;Metro cuadrado;PRODUCCION;GAMUZA;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MORRAL DRACO BRIDGE GRIS;MG010750312;Unidad;MARRO GRANDE;MORRAL;31990;224990;;224990;224990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MORRAL LUCAS TAMPONATO SUELA;MG010410202;Unidad;MARRO GRANDE;MORRAL;244990;224990;;224990;224990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA MILI BRIDGE NEGRO;MG010480301;Unidad;MARRO GRANDE;CARTERA;14990;14990;;14990;14990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA BRIDGE ROJO;MG020830307;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;BANDOLERA NATY SIMPLE GAMUZA MOSTAZA/TABACO;MG010290551;Unidad;MARRO GRANDE;BANDOLERA;89990;89990;;89990;89990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;BANDOLERA NATY SIMPLE BRIDGE GRIS;MG010290312;Unidad;MARRO GRANDE;BANDOLERA;12990;89990;;89990;89990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;.CARTERA AMARILLA GAMUZA TABACO/TABACO;MG010060504-4;Unidad;MARRO GRANDE;CARTERA;39990;39990;;39990;39990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA BAULITO TAMPONATO NEGRO;MG010090201;Unidad;MARRO GRANDE;CARTERA;119990;149990;;149990;149990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA BAULITO BRIDGE NEGRO;MG010090301;Unidad;MARRO GRANDE;CARTERA;0;149990;;149990;149990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA DOS HEBILLAS GAMUZA MOSTAZA/TABACO;MG010330551;Unidad;MARRO GRANDE;CARTERA;0;149990;;149990;149990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MOCHILA CAMI BRIDGE NEGRO;MG010320301;Unidad;MARRO GRANDE;MOCHILA;49990;49990;;49990;49990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MORRAL CARLOS BRIDGE TABACO;MG020450304;Unidad;MARRO GRANDE;MORRAL;275990;299990;;299990;299990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MORRAL LUCAS TAMPONATO NEGRO;MG010410201;Unidad;MARRO GRANDE;MORRAL;244990;224990;;224990;224990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA BRIDGE NEGRO;MG020830301;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA BRIDGE VERDE;MG020830310;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA BRIDGE CAMEL;MG020830311;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CINTURON VAQUETA BRONCE NEGRO 90;MC010080401-90;Unidad;CINTURON;CINTURON;79990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA GAMUZA OXIDO;MG020830556;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA GAMUZA AVELLANA;MG020830555;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA GAMUZA BRICK;MG020830559;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;SOBRE OMEGA GAMUZA VESUBIO/TABACO;MG020830550;Unidad;MARRO GRANDE;SOBRE;59990;59990;;59990;59990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;LLAVERO TEO BRIDGE CARAMELO;MC020240303;Unidad;ACCESORIOS;LLAVERO;1990;1990;;1990;1990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA LISBOA IGUANA VERDE;MG010830710;Unidad;MARRO GRANDE;CARTERA;79990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA LISBOA IGUANA AZUL;MG010830709;Unidad;MARRO GRANDE;CARTERA;79990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA LISBOA IGUANA CARAMELO;MG010830703;Unidad;MARRO GRANDE;CARTERA;79990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK DESLIZADOR PARA METAL / ALUMINIO N5 PUENTE ABIERTO NIQUEL;AV0101030201;Unidad;AVIOS;AVIOS;10;10;;10;10;;Ventas;;Mercaderías;;Costo de la mercadería;
?Producto;Si;No;Si;ZAPATO CLASSIC NAPADO SUELA 45;CA060020102-45;Unidad;CALZADO;ZAPATO;29990;29990;;29990;29990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;BILLETERA OSADIA NAPADO ROJO;MC020210107;Unidad;MARRO CHICA;BILLETERA;89990;95990;;95990;95990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;MOCHILA CAMI BRIDGE AZUL;MG010320309;Unidad;MARRO GRANDE;MOCHILA;49990;49990;;49990;49990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE NEGRO;MG010840301;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE ROJO;MG010840307;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE CARAMELO;MG010840303;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE VERDE;MG010840310;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE AZUL;MG010840309;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;CARTERA ACONCAGUA BRIDGE CAMEL;MG010840311;Unidad;MARRO GRANDE;CARTERA;71990;79990;;79990;79990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;Si;PORTAFOLIO OLDIE BRIDGE NEGRO;MG010510301;Unidad;MARRO GRANDE;PORTAFOLIO;439990;459990;;459990;459990;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK DESLIZADOR PARA METAL/ALUMINIO N5 ARGOLLITA (FITA) NIQUEL;AV0101040201;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK DESLIZADOR PARA MONOF. PUENTE ABIERTO N5 NIQUEL;AV0101050301;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK DESLIZ PARA MONOFILAMENTO N5 ARGOLLITA NIQUEL;AV0101060301;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK DESLIZADOR PARA MONOFILAMENTO N3 PUENTE ABIERTO NIQUEL;AV0101070301;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO DESLIZADOR CON TIRACIERRE P/MONOF N5  NIQUEL;AV0201080301;Unidad;AVIOS;AVIOS;9,9;9,9;;9,9;9,9;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO DESLIZADOR CON TIRACIERRE P/MONOF N3 NIQUEL;AV0201090301;Unidad;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 NEGRO   580;AV0100010303;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 CHOCOLATE  570;AV0100010311;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 TABACO 331;AV0100010314;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 CARAMELO   859;AV0100010305;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 ROJO  519;AV0100010334;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N5 GRIS (576);AV0100010330;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 NEGRO   580;AV0100010203;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 CRUDO  571;AV0100010211;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 CARAMELO   859;AV0100010205;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 GRIS CLARO  832;AV0100010206;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 SUELA 856;AV0100010207;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 VERDE ESMERALDA  826;AV0100010208;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 GRIS 132;AV0100010209;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE ALUMINIO N5 OF WHITE;AV0100010210;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 NEGRO   580;AV0100010103;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 CHOCOLATE  570;AV0100010111;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 CARAMELO   859;AV0100010105;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 VERDE BOSQUE    530;AV0100010135;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 SUELA 856;AV0100010107;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 MOSTAZA   508;AV0100010133;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 ROJO 520;AV0100010113;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 AZUL   560;AV0100010116;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE METAL N5 VERDE 567;AV0100010117;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 NEGRO   580;AV0100020303;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 AZUL 169;AV0100020336;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 SUELA 856;AV0100020337;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 MOSTAZA 508;AV0100020333;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 ROJO  520;AV0100020313;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 VERDE 567;AV0100020317;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N5 TORRE MARRON (732);AV0200010318;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N5 GRIS PERLA (805);AV0200010322;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N5 NEGRO (900);AV0200010319;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N5 PLOMO OSCURO (825);AV0200010320;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N5 OF WHITE;AV0200010310;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N3 GRIS PERLA (805);AV0200020322;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;RRO CIERRE MONOFILAMENTO N3 NEGRO (900);AV0200020319;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LYNSA CIERRE MONOFILAMENTO N5 CARAMELO;AV0800010325;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LYNSA CIERRE MONOFILAMENTO N5 NEGRO   580;AV0800010303;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LYNSA CIERRE MONOFILAMENTO N5 CRUDO  571;AV0800010311;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LYNSA CIERRE MONOFILAMENTO N5 GRIS;AV0800010328;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;LYNSA CIERRE MONOFILAMENTO N5 ROJO;AV0800010329;Metro;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;DADO P/25  - HILO 4.5 NIQUEL;AV0300240101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;DADO P/30  - HILO 4.5 NIQUEL;AV0300250101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;DADO P/40  - HILO 4 NIQUEL;AV0300260101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;MEDIALUNA P/20 - HILO 3.5MM NIQUEL;AV0300270101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;MEDIALUNA P/30 - HILO 4MM NIQUEL;AV0300280101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR MEDIALUNA P/40 - HILO 30 NIQUEL;AV0300290101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REGULADOR MOVIL FINO - PASE / 30 NIQUEL;AV0300300101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REGULADOR FIJO P/15 HILO 3.5 NIQUEL;AV0300310101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;DADO REGULADOR P/20 HILO 4MM NIQUEL;AV1000710101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;DADO REGULADOR P/25 HILO 4.5MM NIQUEL;AV1000720101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REGULADOR MOVIL PASE / 30 (HILO 3.5) NIQUEL;AV0300320101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;MOSQUETON ANZUELO CHICO P/10 NIQUEL;AV1000330101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR MOSQUETÓN ANZUELO CHICO P/30 NIQUEL;AV0300340101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ROUEZ  MOSQUETÓN ANZUELO CHICO P/40 NIQUEL;AV0400350101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;MOSQUETÓN ANZUELO GRANDE  P/30 NIQUEL;AV1000360101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ROUEZ  MOSQUETÓN ANZUELO GRANDE  P/40 NIQUEL;AV0400370101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;ARGOLLA P/10 HILO 1.90 NIQUEL;AV1000380101;Unidad;PRODUCCION;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;REMACHES 4.4 TAPADO NIQUEL;AV1300130101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REMACHES 6.6 TAPADO NIQUEL;AV0300390101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REMACHES 8.8 TAPADO NIQUEL;AV0300400101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR REMACHES 10.10 TAPADO NIQUEL;AV0300410101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;APHOLO BROCHE RESORTE  (EL LUCERO) 11 MM NIQUEL;AV0700420101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;BROCHE RESORTE  15 MM NIQUEL;AV1000430101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR BROCHE IMÁN 14 NIQUEL;AV0300440101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR BROCHE IMÁN 16 NIQUEL;AV0300450101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;CASA VICTOR BROCHE IMÁN 18 NIQUEL;AV0300460101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;TIP TOP DADO PLASTICO P/25 NEGRO;AV0500050426;Unidad;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;REGULADOR PLASTICO P/25-30 NEGRO;AV0500060401;Unidad;AVIOS;AVIOS;8,25;8,25;;8,25;8,25;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;HEBILLA PLASTICA P/25 NEGRO;AV0501110426;Unidad;AVIOS;AVIOS;17,55;17,55;;17,55;17,55;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;YKK CIERRE MONOFILAMENTO N3 CRUDO;AV0100020327;Metro;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;AKFRA TIRACIERRE LUCERO GRANDE NIQUEL;AV0600540101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;AKFRA MOSQUETON MINI P/8 NIQUEL;AV0600550101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;AKFRA TIRACIERRE LUCERO CHICO NIQUEL;AV0600560101;Unidad;AVIOS;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;SIN PROVEEDOR ARGOLLA P/25 SIN FIN LLAVERO LUCERO NIQUEL;AV1000740101;Unidad;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;SIN PROVEEDOR CAPUCHON GRANDE P/BORLAS NIQUEL;AV1000750101;Unidad;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
Producto;Si;No;No;SIN PROVEEDOR CAPUCHON CHICO P/BORLAS NIQUEL;AV1000760101;Unidad;;AVIOS;1;1;;1;1;;Ventas;;Mercaderías;;Costo de la mercadería;
